XKey;Iteration;ValueFromFile;ValueForGaussSeidel;ValueForJacobi;IsSameValue
1;1;24,03097343444824;24,209511160850525;24,209511160850525;True
3;1;24,20161819458008;25,324433535337448;25,34641057252884;False
5;1;24,37852096557617;20,16653306037188;20,368887782096866;False
7;1;16,76022720336914;16,126388950273395;16,049443542957306;False
9;1;18,68594741821289;18,772334833163768;18,554959177970886;False
11;1;20,3004150390625;19,866720731253736;19,918506622314453;False
13;1;21,15322685241699;23,34872882187483;23,268143475055695;False
15;1;28,20166206359863;26,896651047914933;26,919859349727634;False
17;1;24,64936256408691;25,625176246352567;25,784987211227417;False
19;1;24,61622428894043;24,740242944313195;24,715076863765717;False
21;1;25,52790069580078;24,91288507328602;24,878239512443542;False
23;1;26,3569278717041;25,068563430641657;25,07050114870071;False
25;1;24,56888389587402;25,357507892167927;25,355928361415867;False
27;1;24,83362579345703;24,85586948501161;24,878248691558838;False
29;1;25,17230415344238;25,456041645737763;25,42198359966278;False
31;1;25,2171516418457;25,243797165221903;25,27695053815842;False
33;1;24,0760383605957;24,044157598896092;24,072825491428375;False
35;1;23,74386596679688;23,502504682917582;23,476938247680668;False
37;1;24,14917755126953;23,361142671014075;23,347708106040955;False
39;1;23,41884422302246;23,349267175817186;23,342297613620755;False
41;1;23,29597663879395;22,796757715189532;22,773541033267975;False
43;1;27,59750747680664;29,66737728882728;29,359639942646023;False
45;1;49,25175476074219;48,460508630750326;48,05181145668029;False
47;1;69,6506576538086;71,56812732267436;71,449063539505;False
49;1;94,01929473876953;94,90660985100256;94,97586488723755;False
51;1;103,2211761474609;104,68111459466819;105,20701289176942;False
53;1;101,0247497558594;96,1966244179681;96,68530249595642;False
55;1;117,1261901855469;109,63172158105488;108,82591152191164;False
57;1;130,6413879394531;133,78972361360167;133,5232393741608;False
59;1;144,1313781738281;144,18669027618026;144,64459538459778;False
61;1;160,7164916992188;158,75499369072057;158,5838775634766;False
63;1;175,0064392089844;175,32749312776542;175,2681107521057;False
65;1;191,7263488769531;191,9905401625777;191,99907970428467;False
67;1;206,9882659912109;207,4680059810841;207,53347206115723;False
69;1;217,9509124755859;219,1419935608813;219,32852935791013;False
71;1;219,9053192138672;219,0190508270038;219,45793247222903;False
73;1;208,2473602294922;208,95764678955646;209,2890582084656;False
75;1;196,3901519775391;195,16805614471295;195,260085105896;False
77;1;184,3368988037109;184,8873248958591;184,74062776565552;False
79;1;181,4363861083984;180,66419086694714;180,49630308151248;False
81;1;169,3741760253906;170,2155102247;170,44983339309695;False
83;1;154,2220306396484;153,53319433942434;153,63921499252316;False
85;1;156,5656585693359;154,53966026600452;153,83684396743774;False
87;1;177,9583282470703;178,26341085360383;177,5669603347778;False
89;1;197,3320159912109;195,21160833853995;195,54935359954834;False
91;1;196,7015991210938;197,97091307039435;198,52167320251468;False
93;1;187,5399932861328;184,17188354880764;184,77614974975583;False
95;1;155,4353637695312;151,61387468240866;152,08916330337524;False
97;1;142,0917358398438;144,34627002263517;143,34339714050296;False
99;1;164,9383850097656;164,0566443359245;163,18327379226687;False
101;1;183,9333038330078;185,82273867340416;185,82822513580325;False
103;1;202,84033203125;202,6463189060203;202,90935945510864;False
105;1;200,4852447509766;199,93727767629645;200,6324419975281;False
107;1;188,2378234863281;188,65178802568906;188,95418453216553;False
109;1;168,5252075195312;169,73488538722398;170,04006910324097;False
111;1;136,9985504150391;136,79181046967656;137,22276997566223;False
113;1;105,8541946411133;105,37220991729458;105,12776446342465;False
115;1;109,607795715332;110,27307238906931;109,00499415397647;False
117;1;127,2530288696289;125,77464243091566;125,47403597831726;False
119;1;142,7357330322266;143,30802548846248;143,3310623168945;False
121;1;148,0290985107422;144,22823425898792;144,80492210388186;False
123;1;132,6455993652344;137,8342387756461;137,91766834259033;False
125;1;162,1301574707031;162,41172677077967;161,3872218132019;False
127;1;182,803466796875;183,16591434230878;183,42355871200564;False
129;1;187,544921875;187,9597821718691;188,55184745788574;False
131;1;180,2242279052734;178,88404737695458;179,3216609954834;False
133;1;163,1240844726562;169,17179230157438;169,1109132766724;False
135;1;175,5530700683594;173,422397784134;172,96269273757935;False
137;1;175,5476837158203;177,0595268776664;177,1587786674499;False
139;1;170,3783416748047;168,43182076089954;168,85306310653687;False
141;1;155,4662933349609;157,39281680913422;157,4488024711609;False
143;1;148,0007019042969;148,65820353544837;148,60635471343994;False
145;1;134,7044372558594;135,03092874756183;135,2454636096954;False
147;1;111,8599014282227;111,15880223693763;111,49160957336423;False
149;1;89,44915771484375;88,38529414787314;88,33617997169495;False
151;1;65,98218536376953;64,69017977800364;64,71559953689575;False
153;1;38,87416076660156;40,51165629603863;40,45129489898681;False
155;1;31,67960357666016;30,59281205838322;30,03778278827667;False
157;1;33,27914810180664;35,223940611617266;34,69852530956268;False
159;1;52,47174835205078;51,50302785616703;51,102465748786926;False
161;1;74,72970581054688;76,27518643443389;76,07458221912384;False
163;1;87,20645904541016;85,35793593152215;85,87658548355103;False
165;1;97,80718994140625;97,8066577846213;97,62086749076843;False
167;1;123,6136703491211;122,36428809328866;122,01620221138002;False
169;1;135,6131439208984;135,87363892752927;136,286306142807;False
171;1;144,8593902587891;145,91416244218993;146,06229019165036;False
173;1;147,2049713134766;146,979562092547;147,33618116378787;False
175;1;135,2482452392578;135,94958178979053;136,3703832626343;False
177;1;120,1164169311523;119,29945619706832;119,48036170005795;False
179;1;100,3159713745117;100,80804191081589;100,86991310119626;False
181;1;82,46760559082031;80,3605354178725;80,41423714160919;False
183;1;59,16772842407227;59,06369655458187;58,98910987377167;False
185;1;61,16177749633789;59,19650681533403;58,455105304718025;False
187;1;64,10082244873047;65,3548564123164;65,2504620552063;False
189;1;57,74450302124023;57,664641638421756;58,15833401679993;False
191;1;45,55749130249023;45,74880098804242;45,87227255105972;False
193;1;31,68394088745117;32,24143582705556;32,255051612854004;False
195;1;25,55653953552246;25,640413269092893;25,38353842496872;False
197;1;24,19650840759277;23,941530589091215;23,788905978202816;False
199;1;21,83120155334473;21,83930000567748;21,859962880611416;False
201;1;19,42780685424805;19,637625254928285;19,637441158294678;False
203;1;18,17454147338867;17,963265052005845;17,94394159317017;False
205;1;16,47639083862305;16,579226078946096;16,56928798556328;False
207;1;15,72019004821777;15,405146553526645;15,398406356573105;False
209;1;14,23631572723389;14,322267722484884;14,322016775608061;False
211;1;12,74957752227783;12,490459245592998;12,509172409772873;False
213;1;11,71059417724609;11,98538993742301;11,935303747653961;False
215;1;12,54913330078125;12,494090023273642;12,464713811874391;False
217;1;12,32371997833252;12,418320103825527;12,439641505479814;False
219;1;12,3108434677124;12,405702401116143;12,40614977478981;False
221;1;11,46937465667725;11,668181615840727;11,694357544183728;False
223;1;10,57814407348633;10,504257242438362;10,515137404203415;False
225;1;9,738680839538574;9,851228316486585;9,833140581846237;False
227;1;9,475713729858398;9,252146850064221;9,250854045152664;False
229;1;8,390055656433105;8,610332605730786;8,608309656381607;False
231;1;8,678327560424805;8,745197386172588;8,719248294830322;False
233;1;9,08996295928955;8,970202363871739;8,973404467105865;False
235;1;7,259085655212402;8,023902466559607;8,061269909143448;False
237;1;7,790217399597168;7,418897556596945;7,401166617870331;False
239;1;8,037129402160645;7,809780198501063;7,777532875537872;False
241;1;7,873764038085938;8,073950450081002;8,080531656742096;False
243;1;8,187881469726562;8,196342547620741;8,20217752456665;False
245;1;7,886062145233154;8,087449128457555;8,096988156437874;False
1;2;24,03097343444824;24,02913347631693;24,02363921701908;False
3;2;24,20161819458008;25,446473363786936;25,35079026222229;False
5;2;24,37852096557617;20,35339875845239;20,397650808095936;False
7;2;16,76022720336914;16,02788663469255;16,07835829257965;False
9;2;18,68594741821289;18,877545758878114;18,859210059046745;False
11;2;20,3004150390625;19,817209698012448;19,91800267994404;False
13;2;21,15322685241699;23,2012956153103;23,170169308781624;False
15;2;28,20166206359863;26,958675430103543;26,902010723948482;False
17;2;24,64936256408691;25,64431571164789;25,66031125187874;False
19;2;24,61622428894043;24,73352035993031;24,707013875246048;False
21;2;25,52790069580078;24,916145250133802;24,920271694660187;False
23;2;26,3569278717041;25,04536917988248;25,05524049699306;False
25;2;24,56888389587402;25,3973645009327;25,385486707091335;False
27;2;24,83362579345703;24,8127519598839;24,831625506281853;False
29;2;25,17230415344238;25,438153134487408;25,41349060833454;False
31;2;25,2171516418457;25,273835728271408;25,270711138844494;False
33;2;24,0760383605957;24,050082523106838;24,055695429444313;False
35;2;23,74386596679688;23,507993014061327;23,505665913224224;False
37;2;24,14917755126953;23,382987270149695;23,392493352293968;False
39;2;23,41884422302246;23,651543372214537;23,66616733372211;False
41;2;23,29597663879395;23,129885840160227;23,28413161635399;False
43;2;27,59750747680664;29,703159040753953;29,894419535994526;False
45;2;49,25175476074219;48,38230815653366;48,49795387685298;False
47;2;69,6506576538086;71,0617791441273;71,12708956003189;False
49;2;94,01929473876953;94,54451881765098;94,31622314453125;False
51;2;103,2211761474609;105,57744741214933;105,3474413752556;False
53;2;101,0247497558594;96,23902545303869;96,53308659791946;False
55;2;117,1261901855469;109,16321621386972;109,1182680130005;False
57;2;130,6413879394531;134,07796608264195;134,0478159785271;False
59;2;144,1313781738281;144,1740120345799;144,3554727435112;False
61;2;160,7164916992188;158,7496237094137;158,64682346582416;False
63;2;175,0064392089844;175,263369543019;175,30267119407654;False
65;2;191,7263488769531;191,82003526173546;191,8024834394455;False
67;2;206,9882659912109;207,07175056106945;206,98035550117493;False
69;2;217,9509124755859;218,9096459969758;218,68449521064755;False
71;2;219,9053192138672;218,98510875679713;218,79753506183627;False
73;2;208,2473602294922;209,11282943731172;208,971616268158;False
75;2;196,3901519775391;195,2971482682088;195,28976535797122;False
77;2;184,3368988037109;184,62072869658823;184,67196643352509;False
79;2;181,4363861083984;180,624819263666;180,53626370429996;False
81;2;169,3741760253906;170,92816942408706;170,93379330635074;False
83;2;154,2220306396484;154,0514800584036;154,34676814079282;False
85;2;156,5656585693359;154,07234357525132;154,34952247142792;False
87;2;177,9583282470703;177,82947989417178;177,80391848087308;False
89;2;197,3320159912109;194,71582487744976;194,6437647342682;False
91;2;196,7015991210938;197,61957031470033;197,26012158393866;False
93;2;187,5399932861328;185,26259211986334;184,91824424266812;False
95;2;155,4353637695312;152,21456808330237;152,5868968963623;False
97;2;142,0917358398438;144,19061021001266;144,44030404090884;False
99;2;164,9383850097656;163,83251873999177;164,04295039176944;False
101;2;183,9333038330078;185,1836057511557;185,28015685081485;False
103;2;202,84033203125;202,50370563010594;202,16875970363617;False
105;2;200,4852447509766;199,66774727925804;199,49073469638827;False
107;2;188,2378234863281;188,28821111896298;187,97074151039124;False
109;2;168,5252075195312;170,07022506777543;169,79599183797836;False
111;2;136,9985504150391;137,97605378463155;138,04470413923264;False
113;2;105,8541946411133;105,37675554115424;105,88209605216977;False
115;2;109,607795715332;110,24889915467236;110,38629853725436;False
117;2;127,2530288696289;125,20399789462095;125,50921493768692;False
119;2;142,7357330322266;143,3672570555919;143,15557557344434;False
121;2;148,0290985107422;145,2379313247833;145,2261226177216;False
123;2;132,6455993652344;137,3241701395004;137,68854868412018;False
125;2;162,1301574707031;161,94717864379945;161,73439300060272;False
127;2;182,803466796875;182,84443775552504;182,83641064167026;False
129;2;187,544921875;188,10103034346702;187,84684669971466;False
131;2;180,2242279052734;179,30844038060977;179,2109558582306;False
133;2;163,1240844726562;168,96644226087707;169,07806336879733;False
135;2;175,5530700683594;173,05249294867102;172,9915622472763;False
137;2;175,5476837158203;177,0960174245055;177,01315689086908;False
139;2;170,3783416748047;168,4745469461982;168,44486021995544;False
141;2;155,4662933349609;157,16760040067598;157,08593356609342;False
143;2;148,0007019042969;148,38170030113633;148,25776606798172;False
145;2;134,7044372558594;135,14916873231803;135,00980329513547;False
147;2;111,8599014282227;111,10382248185647;111,09202730655667;False
149;2;89,44915771484375;88,45940048369525;88,35609877109528;False
151;2;65,98218536376953;65,22668246415466;65,2725779414177;False
153;2;38,87416076660156;40,90294592655546;41,16947397589683;False
155;2;31,67960357666016;30,89555175813412;31,13981834053993;False
157;2;33,27914810180664;35,34885990198959;35,66344267129898;False
159;2;52,47174835205078;50,953148481545064;51,16588318347931;False
161;2;74,72970581054688;76,59844657194223;76,43145486712456;False
163;2;87,20645904541016;85,6252067790537;85,80262044072151;False
165;2;97,80718994140625;97,32717285746068;97,3513496518135;False
167;2;123,6136703491211;122,33603157561838;122,159441113472;False
169;2;135,6131439208984;135,524083985706;135,56700938940048;False
171;2;144,8593902587891;145,58074970480197;145,3010393977165;False
173;2;147,2049713134766;146,8820097739044;146,65642428398135;False
175;2;135,2482452392578;135,9120986790708;135,75332945585254;False
177;2;120,1164169311523;119,25512525101156;119,12508630752559;False
179;2;100,3159713745117;100,89371132814027;100,8239767849445;False
181;2;82,46760559082031;81,08051957415742;81,10511580109596;False
183;2;59,16772842407227;58,988094872620735;59,34001585841179;False
185;2;61,16177749633789;58,721714857446145;58,747559696435935;False
187;2;64,10082244873047;65,35008283877106;65,29331213235855;False
189;2;57,74450302124023;57,65221924600964;57,64625655114651;False
191;2;45,55749130249023;46,00878143026962;45,87884879112244;False
193;2;31,68394088745117;32,329065327387156;32,42741125822067;False
195;2;25,55653953552246;25,597843019076056;25,654502600431442;False
197;2;24,19650840759277;23,95235724822903;24,00076767802238;False
199;2;21,83120155334473;21,855916799728703;21,896825641393658;False
201;2;19,42780685424805;19,6434091497983;19,647228494286537;False
203;2;18,17454147338867;17,968559275241883;17,972535796463493;False
205;2;16,47639083862305;16,57815347001391;16,585992939770225;False
207;2;15,72019004821777;15,386701541579814;15,388980649411678;False
209;2;14,23631572723389;14,37696516524064;14,369360670447348;False
211;2;12,74957752227783;12,50616109630331;12,532419741153717;False
213;2;11,71059417724609;11,960143073091144;11,966734297573566;False
215;2;12,54913330078125;12,499954365682942;12,500833846628668;False
217;2;12,32371997833252;12,3906780898802;12,399376384913923;False
219;2;12,3108434677124;12,40173274283742;12,382947906851768;False
221;2;11,46937465667725;11,687261765050756;11,683437466621395;False
223;2;10,57814407348633;10,50078001004741;10,503527998924255;False
225;2;9,738680839538574;9,854120573933503;9,85085442662239;False
227;2;9,475713729858398;9,277372877044758;9,28312361240387;False
229;2;8,390055656433105;8,600823995751526;8,613940976560116;False
231;2;8,678327560424805;8,710207096083563;8,707535155117512;False
233;2;9,08996295928955;8,99668087512061;8,98507871478796;False
235;2;7,259085655212402;8,04953016171058;8,05978199839592;False
237;2;7,790217399597168;7,405909426148108;7,411036320030689;False
239;2;8,037129402160645;7,807192254167362;7,806732654571533;False
241;2;7,873764038085938;8,06505840818411;8,071014508605003;False
243;2;8,187881469726562;8,184489073099716;8,17823600396514;False
245;2;7,886062145233154;8,090013095885729;8,082171712070704;False
1;5;24,03097343444824;23,939822029813513;23,945445858174935;False
3;5;24,20161819458008;25,41174584669625;25,40671811439097;False
5;5;24,37852096557617;20,39717458517521;20,395864208228893;False
7;5;16,76022720336914;15,986905071932343;15,987786462297665;False
9;5;18,68594741821289;18,890424755892887;18,884691716637462;False
11;5;20,3004150390625;19,85722758194735;19,858891559764743;False
13;5;21,15322685241699;23,175474780438428;23,174268580507487;False
15;5;28,20166206359863;26,95993015080452;26,959932795725766;False
17;5;24,64936256408691;25,646371011026375;25,649169215233997;False
19;5;24,61622428894043;24,72985184057941;24,72954054037109;False
21;5;25,52790069580078;24,926790086177167;24,92751244432293;False
23;5;26,3569278717041;25,029132897245674;25,03074235655367;False
25;5;24,56888389587402;25,411501746290558;25,409872938646007;False
27;5;24,83362579345703;24,815771387499847;24,817810982232913;False
29;5;25,17230415344238;25,429645561797788;25,428688909858465;False
31;5;25,2171516418457;25,27456710298211;25,27525796927512;False
33;5;24,0760383605957;24,045227909588075;24,04481425648555;False
35;5;23,74386596679688;23,519418461331412;23,513053358765323;False
37;5;24,14917755126953;23,321916101342158;23,315997001249343;False
39;5;23,41884422302246;23,582535821997162;23,570289734983813;False
41;5;23,29597663879395;23,141187555714474;23,12830887711607;False
43;5;27,59750747680664;29,6912372082046;29,68696249136701;False
45;5;49,25175476074219;48,48146413614398;48,47397465584799;False
47;5;69,6506576538086;71,1942096893064;71,18682632432319;False
49;5;94,01929473876953;94,27985596763908;94,29311065212823;False
51;5;103,2211761474609;105,59945746384423;105,58899659500459;False
53;5;101,0247497558594;96,37878683899339;96,38668338488787;False
55;5;117,1261901855469;109,04803898864408;109,04429797735067;False
57;5;130,6413879394531;134,11272769242424;134,1041144281626;False
59;5;144,1313781738281;144,16434878133654;144,17079416755587;False
61;5;160,7164916992188;158,76358623665456;158,754838003777;False
63;5;175,0064392089844;175,28109226453984;175,29589527472854;False
65;5;191,7263488769531;191,90547226485484;191,91037348937243;False
67;5;206,9882659912109;207,10623805256535;207,1256397748366;False
69;5;217,9509124755859;218,9183559829309;218,93112175352869;False
71;5;219,9053192138672;218,95451098922788;218,97185347974303;False
73;5;208,2473602294922;209,06843523984753;209,08265477605167;False
75;5;196,3901519775391;195,36637111889607;195,37182365916672;False
77;5;184,3368988037109;184,65459172631645;184,65237969718874;False
79;5;181,4363861083984;180,468888563098;180,4609935320914;False
81;5;169,3741760253906;170,8053189684582;170,7959549929947;False
83;5;154,2220306396484;154,18655806278971;154,17186533659694;False
85;5;156,5656585693359;154,12302815443007;154,12594104371965;False
87;5;177,9583282470703;177,90680007059595;177,90577650815246;False
89;5;197,3320159912109;194,85610330626233;194,85683302022517;False
91;5;196,7015991210938;197,3350771752899;197,34985848516231;False
93;5;187,5399932861328;185,17058850875102;185,15758698992428;False
95;5;155,4353637695312;152,27505377903915;152,2788812611252;False
97;5;142,0917358398438;144,19182542412813;144,18034650571647;False
99;5;164,9383850097656;163,99724656330304;163,9879133179784;False
101;5;183,9333038330078;185,16454074564237;185,1810865607113;False
103;5;202,84033203125;202,55011998867587;202,55677599739283;False
105;5;200,4852447509766;199,75752522444333;199,78406221698972;False
107;5;188,2378234863281;188,25748032853045;188,2610764624551;False
109;5;168,5252075195312;169,7625827819597;169,7792081302032;False
111;5;136,9985504150391;138,06421475806562;138,0381199978292;False
113;5;105,8541946411133;105,31880072854798;105,32735319063065;False
115;5;109,607795715332;110,40526289073746;110,36221105419102;False
117;5;127,2530288696289;125,22511586905621;125,21984322555363;False
119;5;142,7357330322266;143,0632498181178;143,05295263882724;False
121;5;148,0290985107422;145,42793247317428;145,41037839930507;False
123;5;132,6455993652344;137,37290190765393;137,3945996677503;False
125;5;162,1301574707031;162,023335998829;162,00685311388224;False
127;5;182,803466796875;182,81928501950858;182,84194075874987;False
129;5;187,544921875;187,98569928303152;187,98867076449096;False
131;5;180,2242279052734;179,36764842590665;179,37812551297247;False
133;5;163,1240844726562;169,05140093498517;169,06064053252342;False
135;5;175,5530700683594;173,02655810228276;173,03240842930973;False
137;5;175,5476837158203;177,080062514721;177,090012804605;False
139;5;170,3783416748047;168,51779363882082;168,52900605648756;False
141;5;155,4662933349609;157,2391011164427;157,2472096951678;False
143;5;148,0007019042969;148,32599057296406;148,34335838630795;False
145;5;134,7044372558594;135,17554395122525;135,17869999632236;False
147;5;111,8599014282227;111,10844325759713;111,11360042402518;False
149;5;89,44915771484375;88,33743825657477;88,33024645736441;False
151;5;65,98218536376953;65,17391573915211;65,15558612393215;False
153;5;38,87416076660156;40,85346733373343;40,83353142766281;False
155;5;31,67960357666016;30,83180740129824;30,810790902934965;False
157;5;33,27914810180664;35,53133029677227;35,49770713504404;False
159;5;52,47174835205078;50,844236198522395;50,83864802867174;False
161;5;74,72970581054688;76,52293003405383;76,5032003261149;False
163;5;87,20645904541016;85,77702938344314;85,77651955047622;False
165;5;97,80718994140625;97,27491152983401;97,28534638462588;False
167;5;123,6136703491211;122,4215776939974;122,42374438466507;False
169;5;135,6131439208984;135,5841193074898;135,6120370752178;False
171;5;144,8593902587891;145,5888520889457;145,60137605853376;False
173;5;147,2049713134766;146,88541915401515;146,91195774031806;False
175;5;135,2482452392578;135,91778869049955;135,9334677741863;False
177;5;120,1164169311523;119,28232044214214;119,28460882510986;False
179;5;100,3159713745117;100,69612601254197;100,70801988802847;False
181;5;82,46760559082031;81,12030318583757;81,10598338395357;False
183;5;59,16772842407227;59,1042550601419;59,10531160538085;False
185;5;61,16177749633789;58,68703304355222;58,6790102403611;False
187;5;64,10082244873047;65,37949893105205;65,37272353260778;False
189;5;57,74450302124023;57,58168148789239;57,586907586082816;False
191;5;45,55749130249023;46,001039708184706;45,99225800088607;False
193;5;31,68394088745117;32,34301637134145;32,34655240457505;False
195;5;25,55653953552246;25,592296209816695;25,58487063134089;False
197;5;24,19650840759277;23,94971853668954;23,946698916959573;False
199;5;21,83120155334473;21,85546365735889;21,851399693288837;False
201;5;19,42780685424805;19,642328141300645;19,639218252385035;False
203;5;18,17454147338867;17,966988006344163;17,965909901657145;False
205;5;16,47639083862305;16,58708934343842;16,585021893493835;False
207;5;15,72019004821777;15,371189660974148;15,37138400040567;False
209;5;14,23631572723389;14,375049492840404;14,373172671650535;False
211;5;12,74957752227783;12,514264988009202;12,513976017362438;False
213;5;11,71059417724609;11,95453717743221;11,95399065874517;False
215;5;12,54913330078125;12,508263045612175;12,507405333453791;False
217;5;12,32371997833252;12,390911913195254;12,391608225996608;False
219;5;12,3108434677124;12,396280775218663;12,396007312228903;False
221;5;11,46937465667725;11,689455668789199;11,689929011394266;False
223;5;10,57814407348633;10,501337025278348;10,501167807960883;False
225;5;9,738680839538574;9,847109527214002;9,847150171292014;False
227;5;9,475713729858398;9,278921957682556;9,278757269494236;False
229;5;8,390055656433105;8,611217796201872;8,610583603498526;False
231;5;8,678327560424805;8,702351968434508;8,70242628280539;False
233;5;9,08996295928955;8,991058275690682;8,990465412964113;False
235;5;7,259085655212402;8,054461640660781;8,054353780462407;False
237;5;7,790217399597168;7,404846881641502;7,404734994692262;False
239;5;8,037129402160645;7,808981964111178;7,808737719838973;False
241;5;7,873764038085938;8,067942000382113;8,068175436987076;False
243;5;8,187881469726562;8,182970964799933;8,183150420489255;False
245;5;7,886062145233154;8,090658359710767;8,090688143740408;False
1;10;24,03097343444824;23,94010981337015;23,940191305386406;False
3;10;24,20161819458008;25,41112910915566;25,411093713384844;False
5;10;24,37852096557617;20,396931696876287;20,39699028963856;False
