XKey;Iteration;ValueFromFile;ValueForGaussSeidel;ValueForJacobi;IsSameValue
7;10;16,76022720336914;15,987602346594668;15,98763684911046;False
9;10;18,68594741821289;18,8899397565052;18,889950250623997;False
11;10;20,3004150390625;19,85742660210585;19,857476182761047;False
13;10;21,15322685241699;23,17547020330873;23,175455918423495;False
15;10;28,20166206359863;26,95973373717302;26,95974740415159;False
17;10;24,64936256408691;25,64676928112488;25,64674883923317;False
19;10;24,61622428894043;24,729370335234915;24,729361727582045;False
21;10;25,52790069580078;24,927031600995036;24,927001801771667;False
23;10;26,3569278717041;25,02917237919671;25,029177598687735;False
25;10;24,56888389587402;25,411405056805695;25,411377552107073;False
27;10;24,83362579345703;24,815904383961133;24,815930536126416;False
29;10;25,17230415344238;25,42939221997962;25,42941093705622;False
31;10;25,2171516418457;25,27568049995474;25,27574255275545;False
33;10;24,0760383605957;24,04554874385517;24,045654675496735;False
35;10;23,74386596679688;23,518803255427198;23,518949769496434;False
37;10;24,14917755126953;23,322410063685087;23,322612494085206;False
39;10;23,41884422302246;23,580789017890066;23,58098393188106;False
41;10;23,29597663879395;23,140345388760213;23,14061268778346;False
43;10;27,59750747680664;29,696285992828127;29,69640713326339;False
45;10;49,25175476074219;48,47755435752969;48,47782001024074;False
47;10;69,6506576538086;71,1940025201533;71,19397169669924;False
49;10;94,01929473876953;94,28247806279178;94,28269257641864;False
51;10;103,2211761474609;105,5970460131333;105,59695738163579;False
53;10;101,0247497558594;96,38027810125982;96,3803782218281;False
55;10;117,1261901855469;109,04710757679706;109,04712097312701;False
57;10;130,6413879394531;134,11291033054331;134,11281749704133;False
59;10;144,1313781738281;144,16301815901542;144,16311780892624;False
61;10;160,7164916992188;158,76402257887906;158,76370995523737;False
63;10;175,0064392089844;175,28089899385506;175,28090172273096;False
65;10;191,7263488769531;191,90602576018722;191,90557131169408;False
67;10;206,9882659912109;207,10650769961273;207,10632314170925;False
69;10;217,9509124755859;218,91697136523982;218,91651854614517;False
71;10;219,9053192138672;218,9549999687166;218,95474348484825;False
73;10;208,2473602294922;209,0707439731328;209,07047352513385;False
75;10;196,3901519775391;195,36651750669222;195,3663604149979;False
77;10;184,3368988037109;184,6519450955019;184,65195280494208;False
79;10;181,4363861083984;180,4699321875698;180,46993763067078;False
81;10;169,3741760253906;170,80386065771222;170,8040203265646;False
83;10;154,2220306396484;154,185305214245;154,1854015798235;False
85;10;156,5656585693359;154,12866593153905;154,12874519719117;False
87;10;177,9583282470703;177,90430837040358;177,90443035227142;False
89;10;197,3320159912109;194,8559541160056;194,85587063388994;False
91;10;196,7015991210938;197,33558123615646;197,335726030211;False
93;10;187,5399932861328;185,1677105740095;185,16760009488732;False
95;10;155,4353637695312;152,27739693393008;152,27748941730442;False
97;10;142,0917358398438;144,1898147196105;144,18979348638825;False
99;10;164,9383850097656;163,99702496639412;163,9968551027869;False
101;10;183,9333038330078;185,1654763143076;185,16553429336184;False
103;10;202,84033203125;202,55436583224915;202,55386362421177;False
105;10;200,4852447509766;199,75274994908202;199,75294862578087;False
107;10;188,2378234863281;188,26110253896007;188,2605003317567;False
109;10;168,5252075195312;169,75834444838935;169,75881795476198;False
111;10;136,9985504150391;138,06641361297852;138,0660449227653;False
113;10;105,8541946411133;105,32267676554967;105,32333525091778;False
115;10;109,607795715332;110,39901258138664;110,39902357892063;False
117;10;127,2530288696289;125,22826765435074;125,22871767029937;False
119;10;142,7357330322266;143,06083735379875;143,06113400623687;False
121;10;148,0290985107422;145,42964248947482;145,42960272768144;False
123;10;132,6455993652344;137,3738112947196;137,3741582843977;False
125;10;162,1301574707031;162,02145085775564;162,0210413758805;False
127;10;182,803466796875;182,81918439717;182,8193502074137;False
129;10;187,544921875;187,986527487682;187,98606520123576;False
131;10;180,2242279052734;179,36730382838607;179,36722476416617;False
133;10;163,1240844726562;169,05085210722402;169,05047597071737;False
135;10;175,5530700683594;173,02589265525333;173,02567870149505;False
137;10;175,5476837158203;177,08151613755447;177,0811716247203;False
139;10;170,3783416748047;168,51643162897244;168,51621733902402;False
141;10;155,4662933349609;157,2397735347015;157,239450377142;False
143;10;148,0007019042969;148,32762199394983;148,32751639285743;False
145;10;134,7044372558594;135,17508849603385;135,1749254486999;False
147;10;111,8599014282227;111,10917756581121;111,10931617495814;False
149;10;89,44915771484375;88,33796527963563;88,33808296777988;False
151;10;65,98218536376953;65,17056875029469;65,17102938848075;False
153;10;38,87416076660156;40,857530719544584;40,85786812233891;False
155;10;31,67960357666016;30,83060278646822;30,831255429944573;False
157;10;33,27914810180664;35,5291404774844;35,529483900554624;False
159;10;52,47174835205078;50,84686041905579;50,84737912433047;False
161;10;74,72970581054688;76,52005516469369;76,52023536307661;False
163;10;87,20645904541016;85,77779273176697;85,77786811736178;False
165;10;97,80718994140625;97,27471243543806;97,27468840839947;False
167;10;123,6136703491211;122,42152460161381;122,42113914457016;False
169;10;135,6131439208984;135,58414394137904;135,58391130283417;False
171;10;144,8593902587891;145,58842287967695;145,58788999164014;False
173;10;147,2049713134766;146,8888081999456;146,88843434134176;False
175;10;135,2482452392578;135,91472334466073;135,9144016488954;False
177;10;120,1164169311523;119,28214805458701;119,28180200380162;False
179;10;100,3159713745117;100,69733486362446;100,69732937499336;False
181;10;82,46760559082031;81,11901353780166;81,1188542120658;False
183;10;59,16772842407227;59,10609930184606;59,1062320750284;False
185;10;61,16177749633789;58,685994428111044;58,68604984145737;False
187;10;64,10082244873047;65,37973390437077;65,37979889256906;False
189;10;57,74450302124023;57,581757685359406;57,581945129337896;False
191;10;45,55749130249023;46,00099601536415;46,000975946654194;False
193;10;31,68394088745117;32,34304031878943;32,34325387732292;False
195;10;25,55653953552246;25,592296752540722;25,592292127318615;False
197;10;24,19650840759277;23,94974214172394;23,949906772768482;False
199;10;21,83120155334473;21,855306206043245;21,855359301841983;False
201;10;19,42780685424805;19,642682093826703;19,64277331797973;False
203;10;18,17454147338867;17,96678513096019;17,96685917691821;False
205;10;16,47639083862305;16,587048729974498;16,587085860525807;False
207;10;15,72019004821777;15,371339990263804;15,371397868608938;False
209;10;14,23631572723389;14,374818855634256;14,374834882968115;False
211;10;12,74957752227783;12,514406015243441;12,514437281777646;False
213;10;11,71059417724609;11,954556051031963;11,954570353259555;False
215;10;12,54913330078125;12,508193524471526;12,508199817017955;False
217;10;12,32371997833252;12,390951095522716;12,390965153835966;False
219;10;12,3108434677124;12,396370269009994;12,396363853842672;False
221;10;11,46937465667725;11,689359001939197;11,689367986461772;False
223;10;10,57814407348633;10,501230808712153;10,501227693977285;False
225;10;9,738680839538574;9,847327452445949;9,847331674577163;False
227;10;9,475713729858398;9,278868941969789;9,278875450403518;False
229;10;8,390055656433105;8,611141331226717;8,611143870863486;False
231;10;8,678327560424805;8,702431877347932;8,702443176006;False
233;10;9,08996295928955;8,99098610759672;8,990988677468522;False
235;10;7,259085655212402;8,054456557720831;8,054464910459899;False
237;10;7,790217399597168;7,404886884347832;7,404888778254701;False
239;10;8,037129402160645;7,808943881753367;7,808946633465212;False
241;10;7,873764038085938;8,067966528065893;8,067965377593282;False
243;10;8,187881469726562;8,182958418880732;8,182959404158055;False
245;10;7,886062145233154;8,090663634189987;8,090659526396394;False
1;15;24,03097343444824;23,940108772205075;23,94011000740413;False
3;15;24,20161819458008;25,411129971624455;25,41112841366582;False
5;15;24,37852096557617;20,396931339765743;20,396931555005736;False
7;15;16,76022720336914;15,98760201018025;15,987600995492683;False
9;15;18,68594741821289;18,88994075498212;18,88994011695682;False
11;15;20,3004150390625;19,85742536838459;19,85742518466463;False
13;15;21,15322685241699;23,17547114155295;23,17547040960956;False
15;15;28,20166206359863;26,959733280774174;26,959733693437528;False
17;15;24,64936256408691;25,64676930893742;25,646768929835975;False
19;15;24,61622428894043;24,729370709643025;24,72937136612448;False
21;15;25,52790069580078;24,927030082492376;24,927029824904945;False
23;15;26,3569278717041;25,02917373365733;25,02917420442796;False
25;15;24,56888389587402;25,41140485498232;25,411404126489018;False
27;15;24,83362579345703;24,815903537243585;24,81590308455833;False
29;15;25,17230415344238;25,4293949280377;25,42939314894863;False
31;15;25,2171516418457;25,27567847307278;25,275676128769422;False
33;15;24,0760383605957;24,04554478938635;24,045541630008355;False
35;15;23,74386596679688;23,518812877058096;23,518808130555367;False
37;15;24,14917755126953;23,322400975138525;23,32239685235724;False
39;15;23,41884422302246;23,580792459242865;23,580785762102213;False
41;15;23,29597663879395;23,140347698178417;23,140344091422538;False
43;15;27,59750747680664;29,69628073492377;29,69627333053665;False
45;15;49,25175476074219;48,47756002650881;48,477558394550435;False
47;15;69,6506576538086;71,1939981225771;71,1939916336264;False
49;15;94,01929473876953;94,28248208916698;94,28248220765232;False
51;15;103,2211761474609;105,59704251719414;105,59703874346118;False
53;15;101,0247497558594;96,38028072497387;96,38028092301687;False
55;15;117,1261901855469;109,0471053928266;109,04710603991055;False
57;15;130,6413879394531;134,11291162925275;134,1129111188344;False
59;15;144,1313781738281;144,1630189071686;144,1630248477772;False
61;15;160,7164916992188;158,76402064789013;158,76402081119565;False
63;15;175,0064392089844;175,28089852254323;175,28090884125507;False
65;15;191,7263488769531;191,90602727310667;191,90602997758006;False
67;15;206,9882659912109;207,10650897347008;207,10652072390778;False
69;15;217,9509124755859;218,91696791880543;218,91697292360718;False
71;15;219,9053192138672;218,9550046794277;218,95501404407443;False
73;15;208,2473602294922;209,07074123412116;209,07074603721603;False
75;15;196,3901519775391;195,3665129927685;195,3665174158035;False
77;15;184,3368988037109;184,65195421311034;184,65195644068743;False
79;15;181,4363861083984;180,46992409678535;180,469924023901;False
81;15;169,3741760253906;170,8038653346372;170,80386455120524;False
83;15;154,2220306396484;154,1853059015233;154,18530433340595;False
85;15;156,5656585693359;154,12866095164077;154,12865818156266;False
87;15;177,9583282470703;177,9043155476558;177,90431528395848;False
89;15;197,3320159912109;194,85594828244768;194,85594502669062;False
91;15;196,7015991210938;197,3355838887983;197,3355851357547;False
93;15;187,5399932861328;185,1677057329961;185,16770423646255;False
95;15;155,4353637695312;152,27740676682646;152,27740766129838;False
97;15;142,0917358398438;144,1898016092609;144,18980486042867;False
99;15;164,9383850097656;163,99704005806427;163,9970386065562;False
101;15;183,9333038330078;185,16546205193967;185,16547155243055;False
103;15;202,84033203125;202,55437230389376;202,5543669244014;False
105;15;200,4852447509766;199,75275476570957;199,75276808946168;False
107;15;188,2378234863281;188,26109134202133;188,26108096386255;False
109;15;168,5252075195312;169,7583570427222;169,7583686267812;False
111;15;136,9985504150391;138,0664023331421;138,0663882868501;False
113;15;105,8541946411133;105,3226837549408;105,32268872071887;False
115;15;109,607795715332;110,39901098162554;110,3989983733681;False
117;15;127,2530288696289;125,22826691137257;125,22826435980399;False
119;15;142,7357330322266;143,06083758949634;143,0608324011549;False
121;15;148,0290985107422;145,42964312020177;145,42963638599818;False
123;15;132,6455993652344;137,37381103547457;137,37381522989608;False
125;15;162,1301574707031;162,02145141670394;162,0214455101158;False
127;15;182,803466796875;182,8191823385302;182,81919282549458;False
129;15;187,544921875;187,9865310696848;187,98652943552025;False
131;15;180,2242279052734;179,36729989798576;179,36731216732016;False
133;15;163,1240844726562;169,05085349928677;169,05085632666174;False
135;15;175,5530700683594;173,02589329642956;173,0259047445702;False
137;15;175,5476837158203;177,08151429512154;177,08151905925592;False
139;15;170,3783416748047;168,51643287236527;168,51644240697235;False
141;15;155,4662933349609;157,23977627699063;157,23977931706173;False
143;15;148,0007019042969;148,32761409481543;148,32762009390328;False
145;15;134,7044372558594;135,17509767348153;135,17509561949146;False
147;15;111,8599014282227;111,10917271848754;111,10917316509797;False
149;15;89,44915771484375;88,33796421963521;88,33795538457598;False
151;15;65,98218536376953;65,17057462998787;65,17056940912596;False
153;15;38,87416076660156;40,85752387283232;40,85750990093072;False
155;15;31,67960357666016;30,830608115815437;30,83060009809408;False
157;15;33,27914810180664;35,529137253578355;35,52912352370434;False
159;15;52,47174835205078;50,84686205003598;50,846855469686915;False
161;15;74,72970581054688;76,52005485533185;76,52004781399685;False
163;15;87,20645904541016;85,77778919582423;85,77778722002908;False
165;15;97,80718994140625;97,27471984514125;97,27472253260508;False
167;15;123,6136703491211;122,42151773742731;122,42152128260919;False
169;15;135,6131439208984;135,58414726696955;135,58415686951315;False
171;15;144,8593902587891;145,58842318382463;145,58843091921455;False
173;15;147,2049713134766;146,88880487151107;146,88881493865713;False
175;15;135,2482452392578;135,91472793659105;135,9147368005549;False
177;15;120,1164169311523;119,28214405970684;119,28214958607664;False
179;15;100,3159713745117;100,6973374237365;100,697343893695;False
181;15;82,46760559082031;81,11901222435284;81,11901282767289;False
183;15;59,16772842407227;59,106099857965184;59,106101766458494;False
185;15;61,16177749633789;58,685994226860835;58,68599276056826;False
187;15;64,10082244873047;65,37973394443273;65,3797314765707;False
189;15;57,74450302124023;57,581757851083964;57,581756738731514;False
191;15;45,55749130249023;46,000995459379276;46,000990543003546;False
193;15;31,68394088745117;32,343041105441074;32,343040557982164;False
195;15;25,55653953552246;25,592296129897914;25,59229099460578;False
197;15;24,19650840759277;23,949742365160937;23,949741502867486;False
199;15;21,83120155334473;21,855306428913327;21,85530250870965;False
201;15;19,42780685424805;19,642681620335676;19,642680110099626;False
203;15;18,17454147338867;17,96678554157967;17,966783179038167;False
205;15;16,47639083862305;16,587048541944373;16,5870468451166;False
207;15;15,72019004821777;15,371339999812136;15,371338786218615;False
209;15;14,23631572723389;14,374818818692322;14,374817513563352;False
211;15;12,74957752227783;12,514406171676562;12,514405526334933;False
213;15;11,71059417724609;11,954555984085928;11,95455529594495;False
215;15;12,54913330078125;12,50819330333507;12,508192866211528;False
217;15;12,32371997833252;12,390951441827237;12,390951239721659;False
219;15;12,3108434677124;12,396370056453515;12,396369725427878;False
221;15;11,46937465667725;11,689359008865766;11,6893589964654;False
223;15;10,57814407348633;10,501230953652762;10,501230727455246;False
225;15;9,738680839538574;9,847327298569034;9,847327227841918;False
227;15;9,475713729858398;9,278869007393938;9,2788688687475;False
229;15;8,390055656433105;8,611141360234726;8,61114116453887;False
231;15;8,678327560424805;8,702431797450647;8,702431710509314;False
233;15;9,08996295928955;8,99098619423154;8,990985958157639;False
235;15;7,259085655212402;8,054456488552207;8,054456439359836;False
237;15;7,790217399597168;7,404886930232301;7,404886750983131;False
239;15;8,037129402160645;7,808943855263344;7,808943857273552;False
241;15;7,873764038085938;8,067966541641539;8,067966432518622;False
243;15;8,187881469726562;8,182958412682398;8,182958469774949;False
245;15;7,886062145233154;8,090663636674378;8,090663551858436;False
1;25;24,03097343444824;23,940108769972362;23,94010877063498;False
3;25;24,20161819458008;25,411129969837567;25,41112996902653;False
5;25;24,37852096557617;20,396931342513945;20,396931342804983;False
7;25;16,76022720336914;15,987602007976506;15,987602007319733;False
9;25;18,68594741821289;18,88994075596637;18,889940755864533;False
11;25;20,3004150390625;19,85742536961693;19,857425369308114;False
13;25;21,15322685241699;23,175471138368273;23,17547113800193;False
15;25;28,20166206359863;26,959733284079036;26,95973328408445;False
17;25;24,64936256408691;25,646769307392155;25,64676930686047;False
19;25;24,61622428894043;24,729370707360964;24,72937070740798;False
21;25;25,52790069580078;24,927030087819038;24,92703008704977;False
23;25;26,3569278717041;25,029173732469957;25,029173732103605;False
25;25;24,56888389587402;25,411404844133088;25,41140484290145;False
27;25;24,83362579345703;24,815903559622186;24,815903558314297;False
29;25;25,17230415344238;25,42939490358468;25,429394901688894;False
31;25;25,2171516418457;25,275678489094073;25,27567848642163;False
33;25;24,0760383605957;24,045544786508557;24,045544783988387;False
35;25;23,74386596679688;23,51881286848772;23,5188128643519;False
37;25;24,14917755126953;23,32240098990699;23,322400987138412;False
39;25;23,41884422302246;23,58079244236148;23,58079243715036;False
41;25;23,29597663879395;23,14034771484454;23,14034771238878;False
43;25;27,59750747680664;29,696280719943058;29,696280714546752;False
45;25;49,25175476074219;48,47756003930953;48,47756003758971;False
47;25;69,6506576538086;71,19399811238193;71,19399810803718;False
49;25;94,01929473876953;94,28248209520792;94,28248209430087;False
51;25;103,2211761474609;105,59704251618591;105,59704251417449;False
53;25;101,0247497558594;96,38028072426484;96,38028072403492;False
55;25;117,1261901855469;109,04710539211344;109,0471053933535;False
57;25;130,6413879394531;134,11291162940105;134,11291162982846;False
59;25;144,1313781738281;144,16301891089967;144,16301891552433;False
61;25;160,7164916992188;158,76402063868272;158,76402063996952;False
63;25;175,0064392089844;175,28089853436938;175,28089854149587;False
65;25;191,7263488769531;191,90602726790706;191,90602727017423;False
67;25;206,9882659912109;207,10650896504762;207,10650897297083;False
69;25;217,9509124755859;218,9169679387965;218,9169679416887;False
71;25;219,9053192138672;218,95500465574358;218,95500466259904;False
73;25;208,2473602294922;209,07074125194907;209,07074125461995;False
75;25;196,3901519775391;195,36651298721821;195,3665129918086;False
77;25;184,3368988037109;184,65195420518265;184,65195420674942;False
79;25;181,4363861083984;180,46992411356132;180,4699241158167;False
81;25;169,3741760253906;170,80386531652326;170,80386531663459;False
83;25;154,2220306396484;154,18530591978492;154,18530592051317;False
85;25;156,5656585693359;154,12866092804285;154,12866092717462;False
87;25;177,9583282470703;177,90431558105604;177,90431558116336;False
89;25;197,3320159912109;194,85594823821208;194,85594823757566;False
91;25;196,7015991210938;197,3355839404601;197,33558394022137;False
93;25;187,5399932861328;185,167705685007;185,1677056861153;False
95;25;155,4353637695312;152,2774067960737;152,27740679493363;False
97;25;142,0917358398438;144,18980160640663;144,18980161036686;False
99;25;164,9383850097656;163,997040037577;163,99704003453186;False
101;25;183,9333038330078;185,16546208666958;185,1654620934349;False
103;25;202,84033203125;202,55437226637946;202,55437226068676;False
105;25;200,4852447509766;199,75275479568882;199,75275480376297;False
107;25;188,2378234863281;188,26109132369228;188,26109131558997;False
109;25;168,5252075195312;169,75835705187635;169,75835705888076;False
111;25;136,9985504150391;138,06640232854335;138,06640231960512;False
113;25;105,8541946411133;105,32268375754659;105,32268376146453;False
115;25;109,607795715332;110,39901097958798;110,39901097234014;False
117;25;127,2530288696289;125,22826691486092;125,22826691516327;False
119;25;142,7357330322266;143,06083758258671;143,06083757940038;False
121;25;148,0290985107422;145,42964313076905;145,42964312863498;False
123;25;132,6455993652344;137,37381102470778;137,3738110266251;False
125;25;162,1301574707031;162,02145142396483;162,0214514214626;False
127;25;182,803466796875;182,81918233643944;182,81918234276176;False
129;25;187,544921875;187,98653106804616;187,98653106685552;False
131;25;180,2242279052734;179,36729989772365;179,36729990654456;False
133;25;163,1240844726562;169,05085350853938;169,05085350901547;False
135;25;175,5530700683594;173,02589327637133;173,02589328546375;False
137;25;175,5476837158203;177,08151431920245;177,08151432024846;False
139;25;170,3783416748047;168,5164328544116;168,5164328618351;False
141;25;155,4662933349609;157,23977628158366;157,23977628129745;False
143;25;148,0007019042969;148,3276141036041;148,3276141079787;False
145;25;134,7044372558594;135,1750976567834;135,17509765352435;False
147;25;111,8599014282227;111,10917273660797;111,10917273736165;False
149;25;89,44915771484375;88,33796420440207;88,33796419781171;False
151;25;65,98218536376953;65,17057464042472;65,17057463807157;False
153;25;38,87416076660156;40,85752387025155;40,857523861729035;False
155;25;31,67960357666016;30,83060810732899;30,83060810345913;False
157;25;33,27914810180664;35,529137271141444;35,5291372633854;False
159;25;52,47174835205078;50,84686203036501;50,846862027102375;False
161;25;74,72970581054688;76,52005487000201;76,52005486568437;False
163;25;87,20645904541016;85,77778919046328;85,77778918958013;False
165;25;97,80718994140625;97,27471984092307;97,27471984121827;False
167;25;123,6136703491211;122,4215177480296;122,42151775019465;False
169;25;135,6131439208984;135,584147254422;135,5841472583941;False
171;25;144,8593902587891;145,58842319491475;145,58842319945876;False
173;25;147,2049713134766;146,88880486337985;146,88880486868987;False
175;25;135,2482452392578;135,9147279417759;135,91472794705803;False
177;25;120,1164169311523;119,2821440567725;119,28214406115356;False
179;25;100,3159713745117;100,69733742506703;100,69733742924296;False
181;25;82,46760559082031;81,11901222440451;81,11901222678684;False
183;25;59,16772842407227;59,10609985666671;59,106099858481755;False
185;25;61,16177749633789;58,685994228903006;58,6859942294918;False
187;25;64,10082244873047;65,379733942443;65,379733941666;False
189;25;57,74450302124023;57,58175785227716;57,58175785183677;False
191;25;45,55749130249023;46,00099545930045;46,00099545662215;False
193;25;31,68394088745117;32,343041104664735;32,34304110379931;False
195;25;25,55653953552246;25,592296130951738;25,592296127488375;False
197;25;24,19650840759277;23,949742364310918;23,94974236325565;False
199;25;21,83120155334473;21,85530642947424;21,855306426215023;False
201;25;19,42780685424805;19,64268161986426;19,642681618684385;False
203;25;18,17454147338867;17,96678554199646;17,966785539484;False
205;25;16,47639083862305;16,58704854186181;16,58704854066845;False
207;25;15,72019004821777;15,371339999380456;15,371339997701657;False
209;25;14,23631572723389;14,374818819434417;14,374818818402385;False
211;25;12,74957752227783;12,514406171017246;12,514406169990421;False
213;25;11,71059417724609;11,954555984373496;11,954555983631842;False
215;25;12,54913330078125;12,508193303430296;12,50819330281455;False
217;25;12,32371997833252;12,390951441553765;12,390951441108484;False
219;25;12,3108434677124;12,396370056674526;12,396370056289932;False
221;25;11,46937465667725;11,689359008818748;11,689359008574334;False
223;25;10,57814407348633;10,501230953529287;10,501230953277405;False
225;25;9,738680839538574;9,84732729879109;9,847327298629773;False
227;25;9,475713729858398;9,278869007151995;9,278869006987188;False
229;25;8,390055656433105;8,611141360444252;8,611141360291686;False
231;25;8,678327560424805;8,702431797294448;8,702431797194723;False
233;25;9,08996295928955;8,990986194335479;8,990986194175365;False
235;25;7,259085655212402;8,05445648848925;8,054456488442392;False
237;25;7,790217399597168;7,404886930267394;7,404886930115532;False
239;25;8,037129402160645;7,80894385524525;7,808943855243421;False
241;25;7,873764038085938;8,067966541650165;8,06796654152292;False
243;25;8,187881469726562;8,182958412678625;8,182958412714962;False
245;25;7,886062145233154;8,09066363667586;8,090663636578196;False
1;50;24,03097343444824;23,94010876997236;23,94010876997236;True
