ValueForGauss;IsBetterThanGauss;XKey;Iteration;ValueFromFile;ValueForGaussSeidel
23,94010876997236;False;1;1;24,03097343444824;24,209511160850525
25,41112996983756;True;3;1;24,20161819458008;25,324433535337448
20,396931342513952;False;5;1;24,37852096557617;20,16653306037188
15,987602007976534;True;7;1;16,76022720336914;16,126388950273395
18,889940755966276;True;9;1;18,68594741821289;18,772334833163768
19,8574253696171;True;11;1;20,3004150390625;19,866720731253736
23,17547113836806;False;13;1;21,15322685241699;23,34872882187483
26,959733284079242;False;15;1;28,20166206359863;26,896651047914933
25,646769307392013;True;17;1;24,64936256408691;25,625176246352567
24,729370707361014;False;19;1;24,61622428894043;24,740242944313195
24,927030087819084;False;21;1;25,52790069580078;24,91288507328602
25,029173732469825;True;23;1;26,3569278717041;25,068563430641657
25,411404844133273;True;25;1;24,56888389587402;25,357507892167927
24,815903559621976;False;27;1;24,83362579345703;24,85586948501161
25,429394903584893;False;29;1;25,17230415344238;25,456041645737763
25,27567848909388;True;31;1;25,2171516418457;25,243797165221903
24,04554478650871;False;33;1;24,0760383605957;24,044157598896092
23,51881286848761;False;35;1;23,74386596679688;23,502504682917582
23,32240098990706;True;37;1;24,14917755126953;23,361142671014075
23,58079244236144;True;39;1;23,41884422302246;23,349267175817186
23,140347714844548;False;41;1;23,29597663879395;22,796757715189532
29,69628071994309;True;43;1;27,59750747680664;29,66737728882728
48,47756003930946;False;45;1;49,25175476074219;48,460508630750326
71,19399811238202;False;47;1;69,6506576538086;71,56812732267436
94,28248209520788;False;49;1;94,01929473876953;94,90660985100256
105,59704251618588;True;51;1;103,2211761474609;104,68111459466819
96,38028072426495;False;53;1;101,0247497558594;96,1966244179681
109,04710539211325;True;55;1;117,1261901855469;109,63172158105488
134,11291162940125;True;57;1;130,6413879394531;133,78972361360167
144,16301891089952;False;59;1;144,1313781738281;144,18669027618026
158,76402063868278;False;61;1;160,7164916992188;158,75499369072057
175,2808985343694;False;63;1;175,0064392089844;175,32749312776542
191,90602726790692;False;65;1;191,7263488769531;191,9905401625777
207,10650896504788;False;67;1;206,9882659912109;207,4680059810841
218,91696793879615;False;69;1;217,9509124755859;219,1419935608813
218,95500465574403;True;71;1;219,9053192138672;219,0190508270038
209,07074125194853;True;73;1;208,2473602294922;208,95764678955646
195,36651298721884;False;75;1;196,3901519775391;195,16805614471295
184,65195420518202;False;77;1;184,3368988037109;184,8873248958591
180,46992411356183;True;79;1;181,4363861083984;180,66419086694714
170,80386531652292;True;81;1;169,3741760253906;170,2155102247
154,185305919785;False;83;1;154,2220306396484;153,53319433942434
154,128660928043;True;85;1;156,5656585693359;154,53966026600452
177,90431558105576;False;87;1;177,9583282470703;178,26341085360383
194,85594823821242;True;89;1;197,3320159912109;195,21160833853995
197,33558394045974;False;91;1;196,7015991210938;197,97091307039435
185,1677056850073;False;93;1;187,5399932861328;184,17188354880764
152,27740679607348;False;95;1;155,4353637695312;151,61387468240866
144,18980160640677;False;97;1;142,0917358398438;144,34627002263517
163,99704003757688;True;99;1;164,9383850097656;164,0566443359245
185,16546208666966;False;101;1;183,9333038330078;185,82273867340416
202,55437226637935;True;103;1;202,84033203125;202,6463189060203
199,75275479568893;True;105;1;200,4852447509766;199,93727767629645
188,26109132369214;False;107;1;188,2378234863281;188,65178802568906
169,75835705187646;True;109;1;168,5252075195312;169,73488538722398
138,06640232854326;True;111;1;136,9985504150391;136,79181046967656
105,32268375754666;True;113;1;105,8541946411133;105,37220991729458
110,39901097958791;True;115;1;109,607795715332;110,27307238906931
125,22826691486105;True;117;1;127,2530288696289;125,77464243091566
143,06083758258654;False;119;1;142,7357330322266;143,30802548846248
145,42964313076925;False;121;1;148,0290985107422;144,22823425898792
137,37381102470758;False;123;1;132,6455993652344;137,8342387756461
162,021451423965;False;125;1;162,1301574707031;162,41172677077967
182,81918233643938;False;127;1;182,803466796875;183,16591434230878
187,98653106804613;True;129;1;187,544921875;187,9597821718691
179,3672998977238;False;131;1;180,2242279052734;178,88404737695458
169,0508535085392;False;133;1;163,1240844726562;169,17179230157438
173,0258932763715;True;135;1;175,5530700683594;173,422397784134
177,08151431920237;True;137;1;175,5476837158203;177,0595268776664
168,51643285441162;False;139;1;170,3783416748047;168,43182076089954
157,23977628158374;False;141;1;155,4662933349609;157,39281680913422
148,32761410360396;False;143;1;148,0007019042969;148,65820353544837
135,17509765678358;True;145;1;134,7044372558594;135,03092874756183
111,10917273660785;True;147;1;111,8599014282227;111,15880223693763
88,33796420440214;True;149;1;89,44915771484375;88,38529414787314
65,17057464042473;False;151;1;65,98218536376953;64,69017977800364
40,85752387025147;True;153;1;38,87416076660156;40,51165629603863
30,830608107329102;False;155;1;31,67960357666016;30,59281205838322
35,52913727114132;True;157;1;33,27914810180664;35,223940611617266
50,84686203036512;True;159;1;52,47174835205078;51,50302785616703
76,52005487000193;True;161;1;74,72970581054688;76,27518643443389
85,77778919046334;False;163;1;87,20645904541016;85,35793593152215
97,27471984092303;True;165;1;97,80718994140625;97,8066577846213
122,42151774802961;False;167;1;123,6136703491211;122,36428809328866
135,584147254422;False;169;1;135,6131439208984;135,87363892752927
145,58842319491475;False;171;1;144,8593902587891;145,91416244218993
146,88880486337985;True;173;1;147,2049713134766;146,979562092547
135,9147279417759;False;175;1;135,2482452392578;135,94958178979053
119,28214405677251;True;177;1;120,1164169311523;119,29945619706832
100,69733742506703;False;179;1;100,3159713745117;100,80804191081589
81,11901222440451;False;181;1;82,46760559082031;80,3605354178725
59,10609985666672;False;183;1;59,16772842407227;59,06369655458187
58,685994228903;True;185;1;61,16177749633789;59,19650681533403
65,379733942443;True;187;1;64,10082244873047;65,3548564123164
57,58175785227715;True;189;1;57,74450302124023;57,664641638421756
46,00099545930045;True;191;1;45,55749130249023;45,74880098804242
32,34304110466474;True;193;1;31,68394088745117;32,24143582705556
25,59229613095173;False;195;1;25,55653953552246;25,640413269092893
23,94974236431092;False;197;1;24,19650840759277;23,941530589091215
21,855306429474236;True;199;1;21,83120155334473;21,83930000567748
19,64268161986426;True;201;1;19,42780685424805;19,637625254928285
17,96678554199646;False;203;1;18,17454147338867;17,963265052005845
16,58704854186181;True;205;1;16,47639083862305;16,579226078946096
15,371339999380456;True;207;1;15,72019004821777;15,405146553526645
14,374818819434418;True;209;1;14,23631572723389;14,322267722484884
12,514406171017244;False;211;1;12,74957752227783;12,490459245592998
11,954555984373497;False;213;1;11,71059417724609;11,98538993742301
12,508193303430295;False;215;1;12,54913330078125;12,494090023273642
12,390951441553767;False;217;1;12,32371997833252;12,418320103825527
12,396370056674524;False;219;1;12,3108434677124;12,405702401116143
11,689359008818748;True;221;1;11,46937465667725;11,668181615840727
10,501230953529287;True;223;1;10,57814407348633;10,504257242438362
9,84732729879109;False;225;1;9,738680839538574;9,851228316486585
9,278869007151995;False;227;1;9,475713729858398;9,252146850064221
8,611141360444252;True;229;1;8,390055656433105;8,610332605730786
8,702431797294448;False;231;1;8,678327560424805;8,745197386172588
8,990986194335479;False;233;1;9,08996295928955;8,970202363871739
8,05445648848925;True;235;1;7,259085655212402;8,023902466559607
7,404886930267394;True;237;1;7,790217399597168;7,418897556596945
7,80894385524525;True;239;1;8,037129402160645;7,809780198501063
8,067966541650165;False;241;1;7,873764038085938;8,073950450081002
8,182958412678625;False;243;1;8,187881469726562;8,196342547620741
8,09066363667586;True;245;1;7,886062145233154;8,087449128457555
23,94010876997236;True;1;2;24,03097343444824;24,02913347631693
25,41112996983756;False;3;2;24,20161819458008;25,446473363786936
20,396931342513952;False;5;2;24,37852096557617;20,35339875845239
15,987602007976534;True;7;2;16,76022720336914;16,02788663469255
18,889940755966276;True;9;2;18,68594741821289;18,877545758878114
19,8574253696171;False;11;2;20,3004150390625;19,817209698012448
23,17547113836806;False;13;2;21,15322685241699;23,2012956153103
26,959733284079242;False;15;2;28,20166206359863;26,958675430103543
25,646769307392013;True;17;2;24,64936256408691;25,64431571164789
24,729370707361014;False;19;2;24,61622428894043;24,73352035993031
24,927030087819084;False;21;2;25,52790069580078;24,916145250133802
25,029173732469825;True;23;2;26,3569278717041;25,04536917988248
25,411404844133273;True;25;2;24,56888389587402;25,3973645009327
24,815903559621976;False;27;2;24,83362579345703;24,8127519598839
25,429394903584893;False;29;2;25,17230415344238;25,438153134487408
25,27567848909388;True;31;2;25,2171516418457;25,273835728271408
24,04554478650871;True;33;2;24,0760383605957;24,050082523106838
23,51881286848761;False;35;2;23,74386596679688;23,507993014061327
23,32240098990706;True;37;2;24,14917755126953;23,382987270149695
23,58079244236144;False;39;2;23,41884422302246;23,651543372214537
23,140347714844548;False;41;2;23,29597663879395;23,129885840160227
29,69628071994309;False;43;2;27,59750747680664;29,703159040753953
48,47756003930946;False;45;2;49,25175476074219;48,38230815653366
71,19399811238202;True;47;2;69,6506576538086;71,0617791441273
94,28248209520788;False;49;2;94,01929473876953;94,54451881765098
105,59704251618588;True;51;2;103,2211761474609;105,57744741214933
96,38028072426495;False;53;2;101,0247497558594;96,23902545303869
109,04710539211325;True;55;2;117,1261901855469;109,16321621386972
134,11291162940125;True;57;2;130,6413879394531;134,07796608264195
144,16301891089952;False;59;2;144,1313781738281;144,1740120345799
158,76402063868278;False;61;2;160,7164916992188;158,7496237094137
175,2808985343694;True;63;2;175,0064392089844;175,263369543019
191,90602726790692;True;65;2;191,7263488769531;191,82003526173546
207,10650896504788;True;67;2;206,9882659912109;207,07175056106945
218,91696793879615;True;69;2;217,9509124755859;218,9096459969758
218,95500465574403;True;71;2;219,9053192138672;218,98510875679713
209,07074125194853;False;73;2;208,2473602294922;209,11282943731172
195,36651298721884;False;75;2;196,3901519775391;195,2971482682088
184,65195420518202;True;77;2;184,3368988037109;184,62072869658823
180,46992411356183;True;79;2;181,4363861083984;180,624819263666
170,80386531652292;False;81;2;169,3741760253906;170,92816942408706
154,185305919785;False;83;2;154,2220306396484;154,0514800584036
154,128660928043;False;85;2;156,5656585693359;154,07234357525132
177,90431558105576;False;87;2;177,9583282470703;177,82947989417178
194,85594823821242;False;89;2;197,3320159912109;194,71582487744976
197,33558394045974;False;91;2;196,7015991210938;197,61957031470033
185,1677056850073;True;93;2;187,5399932861328;185,26259211986334
152,27740679607348;False;95;2;155,4353637695312;152,21456808330237
144,18980160640677;False;97;2;142,0917358398438;144,19061021001266
163,99704003757688;False;99;2;164,9383850097656;163,83251873999177
185,16546208666966;False;101;2;183,9333038330078;185,1836057511557
202,55437226637935;False;103;2;202,84033203125;202,50370563010594
199,75275479568893;False;105;2;200,4852447509766;199,66774727925804
188,26109132369214;False;107;2;188,2378234863281;188,28821111896298
169,75835705187646;False;109;2;168,5252075195312;170,07022506777543
138,06640232854326;True;111;2;136,9985504150391;137,97605378463155
105,32268375754666;True;113;2;105,8541946411133;105,37675554115424
110,39901097958791;True;115;2;109,607795715332;110,24889915467236
125,22826691486105;False;117;2;127,2530288696289;125,20399789462095
143,06083758258654;False;119;2;142,7357330322266;143,3672570555919
145,42964313076925;False;121;2;148,0290985107422;145,2379313247833
137,37381102470758;True;123;2;132,6455993652344;137,3241701395004
162,021451423965;False;125;2;162,1301574707031;161,94717864379945
182,81918233643938;False;127;2;182,803466796875;182,84443775552504
187,98653106804613;False;129;2;187,544921875;188,10103034346702
179,3672998977238;False;131;2;180,2242279052734;179,30844038060977
169,0508535085392;True;133;2;163,1240844726562;168,96644226087707
173,0258932763715;True;135;2;175,5530700683594;173,05249294867102
177,08151431920237;False;137;2;175,5476837158203;177,0960174245055
168,51643285441162;False;139;2;170,3783416748047;168,4745469461982
157,23977628158374;True;141;2;155,4662933349609;157,16760040067598
148,32761410360396;False;143;2;148,0007019042969;148,38170030113633
135,17509765678358;True;145;2;134,7044372558594;135,14916873231803
111,10917273660785;False;147;2;111,8599014282227;111,10382248185647
88,33796420440214;True;149;2;89,44915771484375;88,45940048369525
65,17057464042473;True;151;2;65,98218536376953;65,22668246415466
40,85752387025147;False;153;2;38,87416076660156;40,90294592655546
30,830608107329102;True;155;2;31,67960357666016;30,89555175813412
35,52913727114132;True;157;2;33,27914810180664;35,34885990198959
50,84686203036512;True;159;2;52,47174835205078;50,953148481545064
76,52005487000193;False;161;2;74,72970581054688;76,59844657194223
85,77778919046334;False;163;2;87,20645904541016;85,6252067790537
97,27471984092303;True;165;2;97,80718994140625;97,32717285746068
122,42151774802961;False;167;2;123,6136703491211;122,33603157561838
135,584147254422;False;169;2;135,6131439208984;135,524083985706
145,58842319491475;True;171;2;144,8593902587891;145,58074970480197
146,88880486337985;False;173;2;147,2049713134766;146,8820097739044
135,9147279417759;True;175;2;135,2482452392578;135,9120986790708
119,28214405677251;False;177;2;120,1164169311523;119,25512525101156
100,69733742506703;False;179;2;100,3159713745117;100,89371132814027
81,11901222440451;False;181;2;82,46760559082031;81,08051957415742
59,10609985666672;False;183;2;59,16772842407227;58,988094872620735
58,685994228903;True;185;2;61,16177749633789;58,721714857446145
65,379733942443;True;187;2;64,10082244873047;65,35008283877106
57,58175785227715;True;189;2;57,74450302124023;57,65221924600964
46,00099545930045;False;191;2;45,55749130249023;46,00878143026962
32,34304110466474;True;193;2;31,68394088745117;32,329065327387156
25,59229613095173;False;195;2;25,55653953552246;25,597843019076056
23,94974236431092;True;197;2;24,19650840759277;23,95235724822903
21,855306429474236;False;199;2;21,83120155334473;21,855916799728703
19,64268161986426;False;201;2;19,42780685424805;19,6434091497983
17,96678554199646;True;203;2;18,17454147338867;17,968559275241883
16,58704854186181;True;205;2;16,47639083862305;16,57815347001391
15,371339999380456;True;207;2;15,72019004821777;15,386701541579814
14,374818819434418;False;209;2;14,23631572723389;14,37696516524064
12,514406171017244;False;211;2;12,74957752227783;12,50616109630331
11,954555984373497;False;213;2;11,71059417724609;11,960143073091144
12,508193303430295;False;215;2;12,54913330078125;12,499954365682942
12,390951441553767;True;217;2;12,32371997833252;12,3906780898802
12,396370056674524;False;219;2;12,3108434677124;12,40173274283742
11,689359008818748;True;221;2;11,46937465667725;11,687261765050756
10,501230953529287;False;223;2;10,57814407348633;10,50078001004741
9,84732729879109;False;225;2;9,738680839538574;9,854120573933503
9,278869007151995;False;227;2;9,475713729858398;9,277372877044758
8,611141360444252;True;229;2;8,390055656433105;8,600823995751526
8,702431797294448;False;231;2;8,678327560424805;8,710207096083563
8,990986194335479;True;233;2;9,08996295928955;8,99668087512061
8,05445648848925;True;235;2;7,259085655212402;8,04953016171058
7,404886930267394;True;237;2;7,790217399597168;7,405909426148108
7,80894385524525;False;239;2;8,037129402160645;7,807192254167362
8,067966541650165;True;241;2;7,873764038085938;8,06505840818411
8,182958412678625;True;243;2;8,187881469726562;8,184489073099716
8,09066363667586;True;245;2;7,886062145233154;8,090013095885729
23,94010876997236;False;1;5;24,03097343444824;23,939822029813513
25,41112996983756;False;3;5;24,20161819458008;25,41174584669625
20,396931342513952;True;5;5;24,37852096557617;20,39717458517521
15,987602007976534;False;7;5;16,76022720336914;15,986905071932343
18,889940755966276;False;9;5;18,68594741821289;18,890424755892887
19,8574253696171;False;11;5;20,3004150390625;19,85722758194735
23,17547113836806;False;13;5;21,15322685241699;23,175474780438428
26,959733284079242;True;15;5;28,20166206359863;26,95993015080452
25,646769307392013;True;17;5;24,64936256408691;25,646371011026375
24,729370707361014;False;19;5;24,61622428894043;24,72985184057941
24,927030087819084;False;21;5;25,52790069580078;24,926790086177167
25,029173732469825;False;23;5;26,3569278717041;25,029132897245674
25,411404844133273;False;25;5;24,56888389587402;25,411501746290558
24,815903559621976;False;27;5;24,83362579345703;24,815771387499847
25,429394903584893;False;29;5;25,17230415344238;25,429645561797788
25,27567848909388;True;31;5;25,2171516418457;25,27456710298211
24,04554478650871;False;33;5;24,0760383605957;24,045227909588075
23,51881286848761;True;35;5;23,74386596679688;23,519418461331412
23,32240098990706;False;37;5;24,14917755126953;23,321916101342158
23,58079244236144;False;39;5;23,41884422302246;23,582535821997162
23,140347714844548;True;41;5;23,29597663879395;23,141187555714474
29,69628071994309;True;43;5;27,59750747680664;29,6912372082046
48,47756003930946;True;45;5;49,25175476074219;48,48146413614398
71,19399811238202;False;47;5;69,6506576538086;71,1942096893064
94,28248209520788;True;49;5;94,01929473876953;94,27985596763908
105,59704251618588;False;51;5;103,2211761474609;105,59945746384423
96,38028072426495;False;53;5;101,0247497558594;96,37878683899339
109,04710539211325;True;55;5;117,1261901855469;109,04803898864408
134,11291162940125;True;57;5;130,6413879394531;134,11272769242424
144,16301891089952;False;59;5;144,1313781738281;144,16434878133654
158,76402063868278;False;61;5;160,7164916992188;158,76358623665456
175,2808985343694;False;63;5;175,0064392089844;175,28109226453984
191,90602726790692;True;65;5;191,7263488769531;191,90547226485484
207,10650896504788;True;67;5;206,9882659912109;207,10623805256535
218,91696793879615;False;69;5;217,9509124755859;218,9183559829309
218,95500465574403;False;71;5;219,9053192138672;218,95451098922788
209,07074125194853;True;73;5;208,2473602294922;209,06843523984753
195,36651298721884;False;75;5;196,3901519775391;195,36637111889607
184,65195420518202;False;77;5;184,3368988037109;184,65459172631645
180,46992411356183;False;79;5;181,4363861083984;180,468888563098
170,80386531652292;False;81;5;169,3741760253906;170,8053189684582
154,185305919785;True;83;5;154,2220306396484;154,18655806278971
154,128660928043;False;85;5;156,5656585693359;154,12302815443007
177,90431558105576;True;87;5;177,9583282470703;177,90680007059595
194,85594823821242;True;89;5;197,3320159912109;194,85610330626233
197,33558394045974;True;91;5;196,7015991210938;197,3350771752899
185,1677056850073;True;93;5;187,5399932861328;185,17058850875102
152,27740679607348;False;95;5;155,4353637695312;152,27505377903915
144,18980160640677;False;97;5;142,0917358398438;144,19182542412813
163,99704003757688;True;99;5;164,9383850097656;163,99724656330304
185,16546208666966;True;101;5;183,9333038330078;185,16454074564237
202,55437226637935;False;103;5;202,84033203125;202,55011998867587
199,75275479568893;True;105;5;200,4852447509766;199,75752522444333
188,26109132369214;True;107;5;188,2378234863281;188,25748032853045
169,75835705187646;False;109;5;168,5252075195312;169,7625827819597
138,06640232854326;True;111;5;136,9985504150391;138,06421475806562
105,32268375754666;False;113;5;105,8541946411133;105,31880072854798
110,39901097958791;False;115;5;109,607795715332;110,40526289073746
125,22826691486105;False;117;5;127,2530288696289;125,22511586905621
143,06083758258654;False;119;5;142,7357330322266;143,0632498181178
145,42964313076925;False;121;5;148,0290985107422;145,42793247317428
137,37381102470758;True;123;5;132,6455993652344;137,37290190765393
162,021451423965;True;125;5;162,1301574707031;162,023335998829
182,81918233643938;False;127;5;182,803466796875;182,81928501950858
187,98653106804613;True;129;5;187,544921875;187,98569928303152
179,3672998977238;True;131;5;180,2242279052734;179,36764842590665
169,0508535085392;False;133;5;163,1240844726562;169,05140093498517
173,0258932763715;True;135;5;175,5530700683594;173,02655810228276
177,08151431920237;True;137;5;175,5476837158203;177,080062514721
168,51643285441162;True;139;5;170,3783416748047;168,51779363882082
157,23977628158374;True;141;5;155,4662933349609;157,2391011164427
148,32761410360396;True;143;5;148,0007019042969;148,32599057296406
135,17509765678358;False;145;5;134,7044372558594;135,17554395122525
111,10917273660785;False;147;5;111,8599014282227;111,10844325759713
88,33796420440214;False;149;5;89,44915771484375;88,33743825657477
65,17057464042473;True;151;5;65,98218536376953;65,17391573915211
40,85752387025147;True;153;5;38,87416076660156;40,85346733373343
30,830608107329102;True;155;5;31,67960357666016;30,83180740129824
35,52913727114132;False;157;5;33,27914810180664;35,53133029677227
50,84686203036512;False;159;5;52,47174835205078;50,844236198522395
76,52005487000193;False;161;5;74,72970581054688;76,52293003405383
85,77778919046334;False;163;5;87,20645904541016;85,77702938344314
97,27471984092303;True;165;5;97,80718994140625;97,27491152983401
122,42151774802961;True;167;5;123,6136703491211;122,4215776939974
135,584147254422;False;169;5;135,6131439208984;135,5841193074898
145,58842319491475;False;171;5;144,8593902587891;145,5888520889457
146,88880486337985;False;173;5;147,2049713134766;146,88541915401515
135,9147279417759;False;175;5;135,2482452392578;135,91778869049955
119,28214405677251;True;177;5;120,1164169311523;119,28232044214214
100,69733742506703;True;179;5;100,3159713745117;100,69612601254197
81,11901222440451;True;181;5;82,46760559082031;81,12030318583757
59,10609985666672;False;183;5;59,16772842407227;59,1042550601419
58,685994228903;True;185;5;61,16177749633789;58,68703304355222
65,379733942443;True;187;5;64,10082244873047;65,37949893105205
57,58175785227715;False;189;5;57,74450302124023;57,58168148789239
46,00099545930045;False;191;5;45,55749130249023;46,001039708184706
32,34304110466474;True;193;5;31,68394088745117;32,34301637134145
25,59229613095173;False;195;5;25,55653953552246;25,592296209816695
23,94974236431092;False;197;5;24,19650840759277;23,94971853668954
21,855306429474236;False;199;5;21,83120155334473;21,85546365735889
19,64268161986426;True;201;5;19,42780685424805;19,642328141300645
17,96678554199646;True;203;5;18,17454147338867;17,966988006344163
16,58704854186181;False;205;5;16,47639083862305;16,58708934343842
15,371339999380456;False;207;5;15,72019004821777;15,371189660974148
14,374818819434418;False;209;5;14,23631572723389;14,375049492840404
12,514406171017244;False;211;5;12,74957752227783;12,514264988009202
11,954555984373497;True;213;5;11,71059417724609;11,95453717743221
12,508193303430295;True;215;5;12,54913330078125;12,508263045612175
12,390951441553767;True;217;5;12,32371997833252;12,390911913195254
12,396370056674524;True;219;5;12,3108434677124;12,396280775218663
11,689359008818748;False;221;5;11,46937465667725;11,689455668789199
10,501230953529287;True;223;5;10,57814407348633;10,501337025278348
9,84732729879109;True;225;5;9,738680839538574;9,847109527214002
9,278869007151995;True;227;5;9,475713729858398;9,278921957682556
8,611141360444252;False;229;5;8,390055656433105;8,611217796201872
8,702431797294448;True;231;5;8,678327560424805;8,702351968434508
8,990986194335479;True;233;5;9,08996295928955;8,991058275690682
8,05445648848925;False;235;5;7,259085655212402;8,054461640660781
7,404886930267394;False;237;5;7,790217399597168;7,404846881641502
7,80894385524525;True;239;5;8,037129402160645;7,808981964111178
8,067966541650165;True;241;5;7,873764038085938;8,067942000382113
8,182958412678625;True;243;5;8,187881469726562;8,182970964799933
8,09066363667586;True;245;5;7,886062145233154;8,090658359710767
23,94010876997236;True;1;10;24,03097343444824;23,94010981337015
25,41112996983756;True;3;10;24,20161819458008;25,41112910915566
20,396931342513952;True;5;10;24,37852096557617;20,396931696876287
15,987602007976534;True;7;10;16,76022720336914;15,987602346594668
18,889940755966276;True;9;10;18,68594741821289;18,8899397565052
19,8574253696171;True;11;10;20,3004150390625;19,85742660210585
23,17547113836806;True;13;10;21,15322685241699;23,17547020330873
26,959733284079242;True;15;10;28,20166206359863;26,95973373717302
25,646769307392013;True;17;10;24,64936256408691;25,64676928112488
24,729370707361014;True;19;10;24,61622428894043;24,729370335234915
24,927030087819084;True;21;10;25,52790069580078;24,927031600995036
25,029173732469825;False;23;10;26,3569278717041;25,02917237919671
25,411404844133273;False;25;10;24,56888389587402;25,411405056805695
24,815903559621976;True;27;10;24,83362579345703;24,815904383961133
25,429394903584893;True;29;10;25,17230415344238;25,42939221997962
25,27567848909388;False;31;10;25,2171516418457;25,27568049995474
24,04554478650871;True;33;10;24,0760383605957;24,04554874385517
23,51881286848761;False;35;10;23,74386596679688;23,518803255427198
23,32240098990706;True;37;10;24,14917755126953;23,322410063685087
23,58079244236144;True;39;10;23,41884422302246;23,580789017890066
23,140347714844548;False;41;10;23,29597663879395;23,140345388760213
29,69628071994309;False;43;10;27,59750747680664;29,696285992828127
48,47756003930946;False;45;10;49,25175476074219;48,47755435752969
71,19399811238202;False;47;10;69,6506576538086;71,1940025201533
94,28248209520788;True;49;10;94,01929473876953;94,28247806279178
105,59704251618588;False;51;10;103,2211761474609;105,5970460131333
96,38028072426495;False;53;10;101,0247497558594;96,38027810125982
109,04710539211325;True;55;10;117,1261901855469;109,04710757679706
134,11291162940125;True;57;10;130,6413879394531;134,11291033054331
144,16301891089952;True;59;10;144,1313781738281;144,16301815901542
158,76402063868278;True;61;10;160,7164916992188;158,76402257887906
175,2808985343694;False;63;10;175,0064392089844;175,28089899385506
191,90602726790692;True;65;10;191,7263488769531;191,90602576018722
207,10650896504788;True;67;10;206,9882659912109;207,10650769961273
218,91696793879615;False;69;10;217,9509124755859;218,91697136523982
218,95500465574403;False;71;10;219,9053192138672;218,9549999687166
209,07074125194853;False;73;10;208,2473602294922;209,0707439731328
195,36651298721884;True;75;10;196,3901519775391;195,36651750669222
184,65195420518202;True;77;10;184,3368988037109;184,6519450955019
180,46992411356183;True;79;10;181,4363861083984;180,4699321875698
170,80386531652292;True;81;10;169,3741760253906;170,80386065771222
154,185305919785;False;83;10;154,2220306396484;154,185305214245
154,128660928043;True;85;10;156,5656585693359;154,12866593153905
177,90431558105576;False;87;10;177,9583282470703;177,90430837040358
194,85594823821242;True;89;10;197,3320159912109;194,8559541160056
197,33558394045974;True;91;10;196,7015991210938;197,33558123615646
185,1677056850073;True;93;10;187,5399932861328;185,1677105740095
152,27740679607348;False;95;10;155,4353637695312;152,27739693393008
144,18980160640677;False;97;10;142,0917358398438;144,1898147196105
163,99704003757688;False;99;10;164,9383850097656;163,99702496639412
185,16546208666966;False;101;10;183,9333038330078;185,1654763143076
202,55437226637935;False;103;10;202,84033203125;202,55436583224915
199,75275479568893;False;105;10;200,4852447509766;199,75274994908202
188,26109132369214;False;107;10;188,2378234863281;188,26110253896007
169,75835705187646;True;109;10;168,5252075195312;169,75834444838935
138,06640232854326;False;111;10;136,9985504150391;138,06641361297852
105,32268375754666;False;113;10;105,8541946411133;105,32267676554967
110,39901097958791;False;115;10;109,607795715332;110,39901258138664
125,22826691486105;True;117;10;127,2530288696289;125,22826765435074
143,06083758258654;True;119;10;142,7357330322266;143,06083735379875
145,42964313076925;False;121;10;148,0290985107422;145,42964248947482
137,37381102470758;False;123;10;132,6455993652344;137,3738112947196
162,021451423965;False;125;10;162,1301574707031;162,02145085775564
182,81918233643938;False;127;10;182,803466796875;182,81918439717
187,98653106804613;True;129;10;187,544921875;187,986527487682
179,3672998977238;True;131;10;180,2242279052734;179,36730382838607
